Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Sales,Rating
BB4169,11.09,Low Fat,0.012,Frozen Foods,OUT027,2014,Medium,Tier 3,Grocery Store,3960.04,4.6
BB4170,19.32,Non-Edible,0.092,Frozen Foods,OUT018,2009,Small,Tier 3,Grocery Store,2801.03,4.1
BB4171,16.63,Regular,0.186,Soft Drinks,OUT027,2008,Small,Tier 1,Grocery Store,3211.07,3.8
BB4172,6.57,Non-Edible,0.058,Soft Drinks,OUT046,2014,Small,Tier 2,Supermarket,3965.18,4.1
BB4173,19.53,Regular,0.093,Health,OUT027,2008,Medium,Tier 2,Supermarket,2649.06,4.6
BB4174,13.51,Regular,0.047,Dairy,OUT019,2013,Small,Tier 2,Hypermarket,4166.72,2.4
BB4175,19.3,Regular,0.131,Soft Drinks,OUT018,2008,Small,Tier 1,Grocery Store,2414.19,4.2
BB4176,10.07,Low Fat,0.173,Frozen Foods,OUT019,2000,Small,Tier 1,Supermarket,2622.71,5
BB4177,2.84,Regular,0.028,Baking Goods,OUT035,1998,Small,Tier 1,Supermarket,1116.32,2.9
BB4178,4.75,Low Fat,0.185,Dairy,OUT035,2011,Medium,Tier 1,Hypermarket,919.68,3
BB4179,16.83,Regular,0.158,Household,OUT035,2013,Medium,Tier 1,Grocery Store,1920.46,4.5
BB4180,14.16,Regular,0.107,Vegetables,OUT049,2020,Small,Tier 1,Grocery Store,4816.26,1.9
BB4181,9.46,Non-Edible,0.127,Health,OUT045,2006,Medium,Tier 2,Grocery Store,4653.28,3.7
BB4182,2.04,Regular,0.068,Snacks,OUT049,2012,Medium,Tier 2,Hypermarket,800.12,2.7
BB4183,17.17,Low Fat,0.179,Soft Drinks,OUT018,1995,Small,Tier 2,Hypermarket,4568.42,2.6
BB4184,16.16,Regular,0.128,Vegetables,OUT018,2018,High,Tier 2,Grocery Store,738.83,2.3
BB4185,5.8,Non-Edible,0.158,Soft Drinks,OUT035,2012,Medium,Tier 1,Supermarket,2163.59,3.8
BB4186,4.19,Low Fat,0.171,Frozen Foods,OUT046,2017,Medium,Tier 1,Grocery Store,4823.46,1.4
BB4187,17.88,Low Fat,0.054,Snacks,OUT019,2016,High,Tier 2,Hypermarket,2356.76,1.3
BB4188,2.05,Low Fat,0.053,Dairy,OUT027,2020,Medium,Tier 3,Hypermarket,3714.43,4.4
BB4189,7.04,Regular,0.179,Fruits,OUT027,1999,Small,Tier 2,Grocery Store,1578.51,2.3
BB4190,11.4,Low Fat,0.01,Fruits,OUT049,2004,High,Tier 2,Hypermarket,2106.57,3.5
BB4191,13.55,Regular,0.026,Dairy,OUT046,2002,Medium,Tier 3,Grocery Store,1277.11,4
BB4192,7.92,Regular,0.041,Canned,OUT035,2006,Small,Tier 2,Supermarket,1649.55,4.4
BB4193,5.58,Regular,0.148,Snacks,OUT027,2013,High,Tier 3,Grocery Store,1329.03,2.5
BB4194,16.73,Regular,0.085,Canned,OUT019,1997,Medium,Tier 2,Supermarket,3087.03,3.5
BB4195,12.55,Regular,0.067,Fruits,OUT027,2014,Small,Tier 1,Grocery Store,2166.34,4.9
BB4196,15.47,Low Fat,0.113,Vegetables,OUT049,2015,High,Tier 2,Grocery Store,4264.73,1.5
BB4197,9.26,Regular,0.122,Snacks,OUT027,2007,Small,Tier 3,Hypermarket,3265.54,2.6
BB4198,2.58,Low Fat,0.04,Health,OUT035,2004,Medium,Tier 1,Supermarket,2601.38,4
BB4199,19.69,Regular,0.014,Canned,OUT045,2007,Medium,Tier 2,Grocery Store,4091.6,2.1
BB4200,16.03,Low Fat,0.176,Fruits,OUT049,2017,High,Tier 2,Hypermarket,699.59,4
BB4201,9.48,Non-Edible,0.183,Household,OUT018,2010,Medium,Tier 1,Hypermarket,3095.73,4.5
BB4202,5,Non-Edible,0.053,Baking Goods,OUT018,2004,High,Tier 1,Grocery Store,2183.77,2.7
BB4203,10.87,Regular,0.152,Household,OUT035,2013,High,Tier 1,Hypermarket,3303.12,2.3
BB4204,3.06,Low Fat,0.051,Canned,OUT018,2017,High,Tier 2,Hypermarket,1620.97,3.2
BB4205,7.74,Non-Edible,0.13,Fruits,OUT035,1998,Medium,Tier 1,Supermarket,4628.31,4.9
BB4206,7.47,Low Fat,0.02,Health,OUT019,2012,High,Tier 1,Hypermarket,3973.82,4.5
BB4207,12.18,Non-Edible,0.074,Health,OUT018,2022,Medium,Tier 1,Hypermarket,1116.8,4
BB4208,3.01,Regular,0.179,Snacks,OUT035,2017,Medium,Tier 2,Hypermarket,4665.25,4.2
BB4209,6.78,Regular,0.035,Frozen Foods,OUT046,2015,High,Tier 2,Grocery Store,2902.32,3.9
BB4210,4.48,Regular,0.038,Baking Goods,OUT049,2011,Small,Tier 1,Supermarket,1032.38,4.7
BB4211,14.92,Non-Edible,0.122,Frozen Foods,OUT027,2012,Small,Tier 3,Hypermarket,4105,2.3
BB4212,6.91,Regular,0.186,Frozen Foods,OUT018,2000,High,Tier 3,Grocery Store,1082.24,1.1
BB4213,16.51,Low Fat,0.03,Vegetables,OUT049,2021,Medium,Tier 3,Supermarket,1414.29,2.4
BB4214,19.41,Regular,0.156,Vegetables,OUT046,2010,Small,Tier 3,Supermarket,1465.97,3.9
BB4215,18.38,Regular,0.151,Soft Drinks,OUT045,2010,Small,Tier 2,Supermarket,1795.24,1.6
BB4216,16.61,Regular,0.177,Vegetables,OUT045,2002,High,Tier 2,Grocery Store,3263.06,3.8
BB4217,18.59,Low Fat,0.101,Frozen Foods,OUT035,2016,Small,Tier 3,Supermarket,673.34,2
BB4218,6.13,Non-Edible,0.135,Vegetables,OUT019,2005,Medium,Tier 1,Supermarket,3034.86,3.3
BB4219,13.58,Non-Edible,0.136,Vegetables,OUT045,2000,Small,Tier 3,Supermarket,1172.88,3.6
BB4220,4.97,Non-Edible,0.066,Fruits,OUT049,2020,Medium,Tier 2,Hypermarket,4403.23,3
BB4221,5.27,Non-Edible,0.148,Dairy,OUT046,2000,High,Tier 3,Grocery Store,3318.74,2.2
BB4222,9.94,Low Fat,0.033,Fruits,OUT046,2018,High,Tier 3,Grocery Store,3482.79,2.6
BB4223,15.33,Low Fat,0.162,Fruits,OUT019,1996,Small,Tier 1,Hypermarket,3399.4,2.5
BB4224,13.99,Non-Edible,0.181,Baking Goods,OUT019,1995,Small,Tier 3,Hypermarket,3574.79,1.1
BB4225,8.69,Non-Edible,0.067,Snacks,OUT035,2014,Medium,Tier 2,Supermarket,644.4,2.7
BB4226,5.4,Non-Edible,0.083,Fruits,OUT049,2018,High,Tier 2,Supermarket,2049.87,4.2
BB4227,18.58,Non-Edible,0.174,Household,OUT019,2016,Medium,Tier 2,Hypermarket,2969.81,4.8
BB4228,5.32,Low Fat,0.158,Frozen Foods,OUT045,2011,Medium,Tier 2,Grocery Store,1991.65,3.2
BB4229,8.27,Non-Edible,0.17,Vegetables,OUT046,2011,Medium,Tier 3,Supermarket,840.28,1.2
BB4230,8.77,Low Fat,0.137,Snacks,OUT035,1996,High,Tier 2,Hypermarket,3923.1,4.7
BB4231,2.39,Non-Edible,0.139,Dairy,OUT049,1995,Medium,Tier 3,Grocery Store,619.54,3.5
BB4232,2.59,Regular,0.044,Dairy,OUT045,1998,Medium,Tier 1,Grocery Store,1810.76,4
BB4233,19.64,Regular,0.176,Soft Drinks,OUT046,2006,Small,Tier 1,Hypermarket,4851.87,2.1
BB4234,15.36,Non-Edible,0.012,Dairy,OUT027,2003,Small,Tier 2,Hypermarket,2467.5,1.7
BB4235,12.41,Low Fat,0.049,Baking Goods,OUT018,1998,Small,Tier 2,Hypermarket,3105.93,2.1
BB4236,12.8,Regular,0.027,Vegetables,OUT027,2012,Small,Tier 3,Grocery Store,1161.87,3.5
BB4237,14.14,Non-Edible,0.082,Frozen Foods,OUT035,1995,Small,Tier 1,Hypermarket,1274.56,1.8
BB4238,8.49,Low Fat,0.01,Soft Drinks,OUT018,2008,Medium,Tier 3,Grocery Store,3914.29,3.3
BB4239,18.15,Regular,0.103,Dairy,OUT046,1997,High,Tier 2,Hypermarket,1628.34,1.5
BB4240,17.67,Regular,0.196,Canned,OUT045,1995,Small,Tier 3,Supermarket,1006.7,2.5
BB4241,3.18,Low Fat,0.137,Fruits,OUT027,2009,High,Tier 2,Hypermarket,1590.08,2.4
BB4242,14.2,Low Fat,0.157,Canned,OUT046,2011,Medium,Tier 1,Supermarket,2517.93,3.9
BB4243,17.98,Non-Edible,0.178,Household,OUT035,2019,Small,Tier 3,Grocery Store,706.98,3.5
BB4244,3.82,Non-Edible,0.18,Fruits,OUT035,1999,High,Tier 2,Hypermarket,3036.14,4.7
BB4245,14.94,Regular,0.113,Frozen Foods,OUT035,2011,Medium,Tier 2,Hypermarket,622.16,1.4
BB4246,4.85,Non-Edible,0.105,Canned,OUT046,2002,Medium,Tier 3,Supermarket,3629.1,3.9
BB4247,8.13,Non-Edible,0.058,Snacks,OUT027,2000,Small,Tier 1,Grocery Store,1391.04,1.2
BB4248,19.17,Non-Edible,0.194,Household,OUT046,2002,Medium,Tier 2,Grocery Store,4671.94,2.7
BB4249,14.7,Non-Edible,0.126,Household,OUT019,2001,Medium,Tier 1,Grocery Store,4227.5,1
BB4250,7.8,Non-Edible,0.159,Household,OUT049,2003,Small,Tier 3,Supermarket,3919.76,4.9
BB4251,19.41,Low Fat,0.085,Health,OUT045,1995,Small,Tier 1,Supermarket,1428.51,1.5
BB4252,15.5,Non-Edible,0.104,Baking Goods,OUT045,2018,Medium,Tier 3,Hypermarket,2226.21,4.4
BB4253,11.99,Low Fat,0.192,Fruits,OUT027,2003,High,Tier 3,Hypermarket,995.07,2.6
BB4254,14.76,Low Fat,0.077,Baking Goods,OUT019,2019,Small,Tier 3,Hypermarket,782.97,2.4
BB4255,15.26,Low Fat,0.161,Soft Drinks,OUT046,2020,High,Tier 3,Supermarket,4775.52,1.1
BB4256,4.66,Regular,0.027,Fruits,OUT019,2013,High,Tier 1,Supermarket,3509.42,3.4
BB4257,4.52,Regular,0.166,Soft Drinks,OUT018,2005,Medium,Tier 1,Hypermarket,4153.83,2.7
BB4258,16.54,Non-Edible,0.028,Vegetables,OUT035,2002,Small,Tier 3,Supermarket,3636.02,1.3
BB4259,14.9,Non-Edible,0.146,Dairy,OUT027,1996,High,Tier 3,Grocery Store,3501.29,3.2
BB4260,5.58,Non-Edible,0.095,Fruits,OUT027,2008,Medium,Tier 3,Supermarket,3475.86,2.6
BB4261,8,Low Fat,0.023,Canned,OUT019,2019,Medium,Tier 2,Hypermarket,4738.5,2.6
BB4262,6.27,Low Fat,0.197,Soft Drinks,OUT049,2015,Small,Tier 1,Supermarket,2167.58,2.4
BB4263,19.73,Non-Edible,0.125,Canned,OUT049,2002,High,Tier 3,Grocery Store,2321.83,2.4
BB4264,12.52,Low Fat,0.191,Canned,OUT018,2016,High,Tier 2,Hypermarket,3009.8,2.5
BB4265,7.06,Regular,0.105,Frozen Foods,OUT018,1998,High,Tier 1,Grocery Store,2418.12,4.7
BB4266,17.59,Low Fat,0.147,Fruits,OUT045,2003,Medium,Tier 1,Hypermarket,936.61,4.5
BB4267,2.01,Regular,0.127,Snacks,OUT018,2022,Medium,Tier 1,Grocery Store,2185.78,1.2
BB4268,3.83,Regular,0.011,Health,OUT019,2015,Medium,Tier 3,Grocery Store,2836.86,3.9
BB4269,11.51,Low Fat,0.046,Vegetables,OUT046,2003,High,Tier 2,Hypermarket,4527.64,1.9
BB4270,7.18,Regular,0.06,Vegetables,OUT045,2004,Medium,Tier 2,Grocery Store,3856.12,3.4
BB4271,14.43,Regular,0.034,Baking Goods,OUT018,1997,High,Tier 1,Grocery Store,1433.93,2.8
BB4272,13.52,Low Fat,0.048,Household,OUT027,1995,Medium,Tier 3,Grocery Store,944.64,1.6
BB4273,11.37,Regular,0.095,Soft Drinks,OUT046,2004,High,Tier 2,Supermarket,2501.56,4.9
BB4274,12.27,Low Fat,0.048,Household,OUT018,2003,Small,Tier 1,Grocery Store,2412.68,1.3
BB4275,5.67,Non-Edible,0.09,Baking Goods,OUT019,2018,High,Tier 1,Grocery Store,2749.27,2.8
BB4276,8.63,Low Fat,0.052,Frozen Foods,OUT045,2003,Medium,Tier 2,Hypermarket,2393.56,1.9
BB4277,17.39,Low Fat,0.185,Soft Drinks,OUT049,2006,High,Tier 1,Supermarket,3777.4,1.6
BB4278,10.59,Regular,0.05,Snacks,OUT027,1997,Medium,Tier 3,Supermarket,4709.36,1.4
BB4279,6.49,Low Fat,0.135,Household,OUT049,2014,Small,Tier 3,Supermarket,3217.28,4.7
BB4280,18.04,Non-Edible,0.027,Snacks,OUT049,2010,High,Tier 3,Hypermarket,3284.36,4.1
BB4281,10.92,Non-Edible,0.137,Health,OUT019,2008,Medium,Tier 3,Hypermarket,2736.82,1.4
BB4282,13.15,Low Fat,0.144,Dairy,OUT049,2013,Small,Tier 3,Supermarket,4600.41,1.9
BB4283,16.11,Low Fat,0.137,Soft Drinks,OUT019,2008,High,Tier 2,Supermarket,3565.87,1.8
BB4284,5.14,Non-Edible,0.054,Snacks,OUT046,2009,High,Tier 3,Grocery Store,2112.15,4.5
BB4285,13.36,Low Fat,0.06,Household,OUT027,2022,Medium,Tier 2,Supermarket,4593.22,3
BB4286,13.52,Low Fat,0.085,Dairy,OUT027,2004,Small,Tier 2,Grocery Store,4345.37,3.1
BB4287,7.58,Non-Edible,0.176,Soft Drinks,OUT049,2018,Small,Tier 1,Supermarket,991.17,4.7
BB4288,19.71,Regular,0.171,Baking Goods,OUT027,2004,Medium,Tier 3,Grocery Store,1699.8,1
BB4289,8.46,Regular,0.139,Dairy,OUT045,2017,High,Tier 1,Grocery Store,4869.07,3
BB4290,5.52,Regular,0.118,Household,OUT018,1997,Small,Tier 1,Hypermarket,736.22,1.6
BB4291,4.49,Regular,0.077,Vegetables,OUT046,1995,High,Tier 2,Grocery Store,4270.41,1.6
BB4292,19.71,Low Fat,0.197,Dairy,OUT035,1998,Medium,Tier 1,Supermarket,3840.61,2.4
BB4293,2.29,Low Fat,0.096,Snacks,OUT035,2021,Medium,Tier 3,Supermarket,4927.68,3.3
BB4294,13.39,Low Fat,0.045,Soft Drinks,OUT027,2005,Medium,Tier 3,Grocery Store,687.78,4.6
BB4295,10.29,Non-Edible,0.071,Dairy,OUT049,1997,Medium,Tier 3,Hypermarket,3897.71,1.3
BB4296,4.02,Regular,0.096,Fruits,OUT027,2000,High,Tier 1,Hypermarket,1075.55,3.3
BB4297,11.67,Low Fat,0.099,Dairy,OUT045,1997,Small,Tier 1,Grocery Store,4321.48,1.2
BB4298,13.25,Low Fat,0.144,Fruits,OUT027,2007,High,Tier 1,Grocery Store,1395.93,1.5
BB4299,6.09,Regular,0.175,Household,OUT049,2021,Small,Tier 3,Hypermarket,584.4,3.1
BB4300,17.65,Regular,0.056,Dairy,OUT018,2021,High,Tier 1,Grocery Store,847.91,1.5
BB4301,5.34,Low Fat,0.041,Household,OUT045,2003,Medium,Tier 2,Grocery Store,4550.78,4.4
BB4302,18.01,Low Fat,0.111,Snacks,OUT018,1998,High,Tier 2,Hypermarket,3195.22,4.4
BB4303,14.31,Non-Edible,0.053,Snacks,OUT046,2016,Medium,Tier 2,Supermarket,2090.25,1.7
BB4304,16.12,Low Fat,0.11,Dairy,OUT049,2016,High,Tier 1,Supermarket,3533.13,3.5
BB4305,7.38,Regular,0.053,Soft Drinks,OUT035,2012,Medium,Tier 2,Grocery Store,2240.69,1.9
BB4306,17.99,Regular,0.024,Snacks,OUT018,1997,High,Tier 2,Hypermarket,1378.71,5
BB4307,11.12,Low Fat,0.048,Frozen Foods,OUT049,2001,High,Tier 2,Grocery Store,4085.84,3.5
BB4308,18.93,Low Fat,0.095,Snacks,OUT019,2013,Small,Tier 3,Grocery Store,3337.3,4.9
BB4309,11.14,Regular,0.012,Baking Goods,OUT049,2022,Medium,Tier 2,Hypermarket,2006.54,2.1
BB4310,2.62,Regular,0.154,Vegetables,OUT035,1996,Medium,Tier 1,Hypermarket,3598.37,4.7
BB4311,13.59,Low Fat,0.065,Vegetables,OUT046,2016,High,Tier 3,Hypermarket,4089.66,3.7
BB4312,10.48,Regular,0.164,Household,OUT046,2022,Small,Tier 2,Supermarket,2898.73,1
BB4313,3.17,Non-Edible,0.065,Soft Drinks,OUT049,2002,Small,Tier 3,Grocery Store,3364.02,2.2
BB4314,4.36,Regular,0.109,Health,OUT027,2007,Medium,Tier 2,Supermarket,612.5,3.7
BB4315,5.65,Regular,0.147,Health,OUT018,2000,High,Tier 2,Supermarket,2799.23,1
BB4316,7.8,Low Fat,0.178,Soft Drinks,OUT035,2020,High,Tier 3,Supermarket,1594.59,2.4
BB4317,10.45,Regular,0.098,Household,OUT045,2020,Medium,Tier 2,Hypermarket,2783.62,3.4
BB4318,6.09,Low Fat,0.019,Soft Drinks,OUT046,2022,Medium,Tier 2,Hypermarket,3939.76,2.5
BB4319,7.27,Regular,0.151,Fruits,OUT027,2005,Medium,Tier 3,Supermarket,4351.87,2.7
BB4320,13.44,Low Fat,0.076,Fruits,OUT019,2005,High,Tier 1,Supermarket,2066.76,1.6
BB4321,17.65,Regular,0.157,Vegetables,OUT049,2003,High,Tier 1,Hypermarket,3592.67,3.3
BB4322,13.63,Non-Edible,0.036,Vegetables,OUT046,2021,Small,Tier 3,Grocery Store,1931.46,2.4
BB4323,19.55,Low Fat,0.032,Dairy,OUT035,2001,Small,Tier 1,Hypermarket,4539.58,2.1
BB4324,5.33,Low Fat,0.074,Baking Goods,OUT019,2004,High,Tier 3,Hypermarket,4679.56,3.4
BB4325,5.65,Low Fat,0.023,Baking Goods,OUT035,2000,Small,Tier 1,Grocery Store,1452.95,4.5
BB4326,13.66,Low Fat,0.06,Snacks,OUT049,1995,Medium,Tier 2,Grocery Store,4617.54,4.9
BB4327,7.04,Low Fat,0.015,Household,OUT019,2015,High,Tier 2,Grocery Store,3153.86,4.8
BB4328,6.56,Regular,0.042,Canned,OUT027,2016,High,Tier 3,Hypermarket,2599.78,2.3
BB4329,4.52,Regular,0.061,Dairy,OUT046,1997,Small,Tier 3,Hypermarket,1147.21,4.8
BB4330,15.07,Non-Edible,0.129,Snacks,OUT035,1998,High,Tier 2,Hypermarket,1783.74,3.8
BB4331,13.76,Non-Edible,0.111,Vegetables,OUT019,2011,Small,Tier 3,Hypermarket,950.13,2.6
BB4332,9.88,Regular,0.196,Soft Drinks,OUT019,1997,Medium,Tier 1,Supermarket,3997.94,2.2
BB4333,9.01,Non-Edible,0.187,Frozen Foods,OUT018,2003,Small,Tier 1,Supermarket,4961.27,3.1
BB4334,18.18,Regular,0.152,Frozen Foods,OUT046,2011,High,Tier 2,Grocery Store,4032.74,3.8
BB4335,14.89,Low Fat,0.015,Vegetables,OUT049,2016,Small,Tier 1,Grocery Store,3713.07,4.8
BB4336,9.7,Low Fat,0.101,Fruits,OUT019,2002,Medium,Tier 1,Grocery Store,1104.99,4.8
BB4337,12.66,Regular,0.092,Soft Drinks,OUT045,2012,Small,Tier 2,Grocery Store,1446.86,3
BB4338,2.64,Regular,0.044,Household,OUT019,2007,High,Tier 3,Supermarket,3729.81,1.2
BB4339,9.78,Non-Edible,0.187,Health,OUT049,1999,High,Tier 3,Hypermarket,4978.18,4.7
BB4340,8.32,Low Fat,0.132,Health,OUT045,2005,Small,Tier 1,Hypermarket,3161,2.6
BB4341,13.03,Low Fat,0.093,Household,OUT045,2008,Small,Tier 2,Grocery Store,3263.47,2.9
BB4342,13.44,Low Fat,0.096,Health,OUT018,1996,Medium,Tier 3,Supermarket,2974.46,3.9
BB4343,12.76,Low Fat,0.134,Household,OUT027,1997,Small,Tier 3,Hypermarket,2234.24,2.3
BB4344,10.85,Low Fat,0.181,Frozen Foods,OUT019,1999,Small,Tier 3,Grocery Store,1895.83,2.7
BB4345,7.2,Regular,0.031,Fruits,OUT045,1999,Small,Tier 1,Hypermarket,1875.53,3.1
BB4346,12.78,Non-Edible,0.131,Vegetables,OUT027,2018,Small,Tier 1,Grocery Store,4791.21,3.2
BB4347,5.71,Non-Edible,0.044,Baking Goods,OUT035,2006,Small,Tier 2,Grocery Store,2677.33,4.3
BB4348,19.54,Regular,0.152,Fruits,OUT035,2019,Medium,Tier 3,Grocery Store,846.54,1.4
BB4349,17.61,Non-Edible,0.027,Dairy,OUT046,2020,Small,Tier 2,Supermarket,4260.44,4.3
BB4350,9.47,Regular,0.061,Soft Drinks,OUT019,2019,Small,Tier 3,Grocery Store,3320.43,2.7
BB4351,7.98,Regular,0.19,Household,OUT027,2001,High,Tier 3,Supermarket,2556.79,3.1
BB4352,2.02,Low Fat,0.011,Frozen Foods,OUT027,2015,Small,Tier 2,Supermarket,4608.74,5
BB4353,7.08,Non-Edible,0.116,Dairy,OUT049,2000,Small,Tier 3,Hypermarket,3829.7,3
BB4354,6.13,Non-Edible,0.022,Snacks,OUT019,2022,Small,Tier 3,Supermarket,836.47,3.7
BB4355,3.07,Low Fat,0.144,Fruits,OUT046,2002,High,Tier 2,Hypermarket,824.33,4.5
BB4356,16.37,Non-Edible,0.126,Frozen Foods,OUT045,2006,Medium,Tier 2,Hypermarket,708.3,2
BB4357,15.21,Low Fat,0.078,Canned,OUT049,2014,Small,Tier 2,Hypermarket,867.14,1.5
BB4358,3.27,Non-Edible,0.062,Canned,OUT035,2006,High,Tier 3,Supermarket,1282.46,3.3
BB4359,2.17,Regular,0.192,Canned,OUT045,2009,Medium,Tier 1,Grocery Store,3949.95,1.6
BB4360,4.36,Low Fat,0.071,Fruits,OUT035,2018,Medium,Tier 2,Grocery Store,2144.18,4.1
BB4361,6.18,Non-Edible,0.09,Fruits,OUT046,2014,High,Tier 1,Grocery Store,1326.46,2.9
BB4362,8.42,Regular,0.131,Snacks,OUT046,2005,Small,Tier 2,Supermarket,4931.78,4.6
BB4363,7.4,Low Fat,0.133,Household,OUT045,2003,Small,Tier 2,Hypermarket,596.42,3.2
BB4364,15.67,Non-Edible,0.019,Snacks,OUT046,2020,Small,Tier 1,Supermarket,2527.79,1.3
BB4365,11.58,Non-Edible,0.012,Fruits,OUT035,2019,Small,Tier 2,Supermarket,4036.9,2.3
BB4366,18.57,Non-Edible,0.11,Frozen Foods,OUT035,2011,High,Tier 1,Grocery Store,1981.51,4
BB4367,16.14,Non-Edible,0.142,Frozen Foods,OUT019,1996,High,Tier 2,Supermarket,894.22,4.9
BB4368,2.75,Non-Edible,0.163,Household,OUT045,1999,Medium,Tier 1,Supermarket,740.83,4.9
BB4369,11.03,Low Fat,0.09,Household,OUT046,2017,Medium,Tier 2,Hypermarket,3484.6,2.4
BB4370,11.14,Regular,0.014,Frozen Foods,OUT049,2001,High,Tier 2,Supermarket,2137.25,4.9
BB4371,7.72,Non-Edible,0.021,Frozen Foods,OUT018,2015,High,Tier 1,Supermarket,2216.07,1.3
BB4372,11.82,Low Fat,0.039,Vegetables,OUT049,2013,High,Tier 1,Grocery Store,1910.75,1.5
BB4373,10.2,Regular,0.2,Snacks,OUT049,2011,Medium,Tier 1,Supermarket,720.63,2.8
BB4374,2.08,Regular,0.032,Health,OUT049,1995,Medium,Tier 1,Hypermarket,2586.72,3.6
BB4375,2.01,Low Fat,0.151,Household,OUT018,2008,High,Tier 3,Hypermarket,4067.78,3.7
BB4376,11.37,Non-Edible,0.12,Household,OUT018,1998,Medium,Tier 3,Hypermarket,1999.99,3.7
BB4377,7.4,Low Fat,0.068,Vegetables,OUT049,2001,Medium,Tier 3,Hypermarket,3527.42,1.1
BB4378,4.97,Regular,0.015,Canned,OUT049,1998,Small,Tier 3,Supermarket,4333.64,4.9
BB4379,2.06,Non-Edible,0.036,Dairy,OUT027,2005,Medium,Tier 2,Supermarket,2929.31,1.3
BB4380,2.13,Regular,0.071,Health,OUT045,2011,Medium,Tier 3,Supermarket,2409.43,3.5
BB4381,13.74,Low Fat,0.142,Dairy,OUT035,2020,High,Tier 1,Supermarket,4642.86,2.7
BB4382,14.83,Regular,0.095,Fruits,OUT049,2013,Small,Tier 1,Hypermarket,2075.95,3.8
BB4383,11.13,Low Fat,0.099,Baking Goods,OUT045,2006,Medium,Tier 2,Supermarket,2473.07,4
BB4384,18.41,Regular,0.043,Frozen Foods,OUT019,2013,Medium,Tier 2,Hypermarket,1595.03,1.4
BB4385,4.93,Non-Edible,0.158,Canned,OUT049,1999,High,Tier 3,Grocery Store,3582.58,2.8
BB4386,8.54,Low Fat,0.042,Snacks,OUT027,2019,Medium,Tier 3,Grocery Store,3232.13,5
BB4387,11.05,Regular,0.135,Dairy,OUT027,1998,Small,Tier 3,Grocery Store,3749.25,1.4
BB4388,6.35,Regular,0.174,Health,OUT035,2012,High,Tier 1,Grocery Store,606.09,2.5
BB4389,11.23,Non-Edible,0.143,Household,OUT035,2016,Small,Tier 2,Supermarket,2396.11,2.6
BB4390,6.47,Low Fat,0.099,Household,OUT045,1996,Medium,Tier 3,Hypermarket,4054.01,1.1
BB4391,3.4,Regular,0.103,Canned,OUT018,2014,Medium,Tier 1,Grocery Store,1771.19,4
BB4392,6.85,Regular,0.102,Health,OUT035,2017,High,Tier 1,Supermarket,3628.35,4.4
BB4393,17.56,Regular,0.067,Snacks,OUT046,2008,Small,Tier 3,Supermarket,2350.4,4.6
BB4394,6.41,Low Fat,0.152,Soft Drinks,OUT049,1998,Small,Tier 2,Supermarket,4833.11,1
BB4395,4.96,Low Fat,0.159,Snacks,OUT045,2013,Small,Tier 2,Grocery Store,1667.24,1.9
BB4396,5.43,Low Fat,0.074,Soft Drinks,OUT018,1995,High,Tier 2,Hypermarket,3166.9,3.4
BB4397,16.79,Regular,0.12,Frozen Foods,OUT049,2022,High,Tier 1,Supermarket,1136.04,2.7
BB4398,18.13,Low Fat,0.15,Frozen Foods,OUT019,2021,High,Tier 1,Grocery Store,3109.96,2.6
BB4399,4.25,Non-Edible,0.046,Canned,OUT018,1999,Medium,Tier 2,Hypermarket,569.03,2.2
BB4400,2.42,Regular,0.012,Dairy,OUT045,2017,High,Tier 2,Supermarket,665.27,1.2
BB4401,11.75,Low Fat,0.178,Dairy,OUT049,1995,Medium,Tier 1,Grocery Store,3720.9,2.6
BB4402,6.2,Low Fat,0.013,Soft Drinks,OUT018,2008,Small,Tier 1,Supermarket,728.31,3.8
BB4403,7.06,Non-Edible,0.097,Dairy,OUT027,2000,Medium,Tier 2,Grocery Store,925.82,1.2
BB4404,7.41,Regular,0.109,Soft Drinks,OUT027,2000,Small,Tier 2,Supermarket,4318.26,4.5
BB4405,8.99,Regular,0.12,Fruits,OUT027,2006,Small,Tier 1,Hypermarket,1249.38,3.3
BB4406,5.7,Non-Edible,0.073,Frozen Foods,OUT027,2012,High,Tier 3,Supermarket,2224.2,2.9
BB4407,15.77,Regular,0.085,Vegetables,OUT049,2000,Medium,Tier 1,Supermarket,4293.67,1.3
BB4408,7.08,Non-Edible,0.194,Soft Drinks,OUT019,2019,Small,Tier 3,Hypermarket,4123.15,2.1
BB4409,15.76,Regular,0.123,Soft Drinks,OUT018,2018,Small,Tier 1,Hypermarket,1481.85,4.1
BB4410,2.12,Low Fat,0.036,Household,OUT035,2006,Small,Tier 1,Hypermarket,2540.02,3.9
BB4411,9.64,Regular,0.099,Frozen Foods,OUT019,2005,Medium,Tier 2,Supermarket,1449.96,3.9
BB4412,15.89,Non-Edible,0.109,Frozen Foods,OUT049,1996,High,Tier 3,Grocery Store,975.52,2.2
BB4413,19.86,Regular,0.092,Snacks,OUT035,2008,Medium,Tier 1,Hypermarket,1657.26,2.8
BB4414,2.37,Non-Edible,0.166,Household,OUT035,2022,Small,Tier 1,Supermarket,4281.4,2.1
